"Name","State","Notes","User","Tags","Created","Runtime","Sweep","map50","map50_95","map75"
"blue_40","finished","-","","","2024-04-29T19:46:18.000Z","80","","0.5326555897865668","0.42819499489010093","0.4660068719663039"
"blue_30","finished","-","","","2024-04-29T19:43:24.000Z","80","","0.5139922064725241","0.4118538062900068","0.4477881093275145"
"blue_20","finished","-","","","2024-04-29T19:40:29.000Z","81","","0.5010185047949612","0.4012008026567044","0.43590984072226674"
"blue_10","finished","-","","","2024-04-29T19:37:34.000Z","81","","0.49076927028323614","0.3926028667123698","0.4277852453032753"
"blue_0","finished","-","","","2024-04-29T19:34:47.000Z","75","","0.17475815793151095","0.1311323671034202","0.14089575616731698"
"red_90","finished","-","","","2024-04-29T19:32:31.000Z","82","","0.5845097741425762","0.4598687859817784","0.5038644085829654"
"red_80","finished","-","","","2024-04-29T19:29:35.000Z","81","","0.5771069203794951","0.460288338410582","0.5031635485124912"
"red_70","finished","-","","","2024-04-29T19:26:42.000Z","81","","0.565897576758769","0.4544258520831659","0.4947004805567764"
"red_60","finished","-","","","2024-04-29T19:23:47.000Z","83","","0.5543169861890798","0.44674329869617","0.4869480566910857"
"red_50","finished","-","","","2024-04-29T19:20:54.000Z","81","","0.542166782095873","0.437419959614217","0.4762950692405953"
"red_40","finished","-","","","2024-04-29T19:18:02.000Z","80","","0.5226577858961662","0.4209518516595072","0.45784439736273247"
"red_30","finished","-","","","2024-04-29T19:14:29.000Z","121","","0.5081606919701389","0.4091518278533394","0.4446846237927417"
"red_20","finished","-","","","2024-04-29T19:12:17.000Z","41","","0.4932570733982512","0.3969661875739226","0.4302511594786373"
"red_10","finished","-","","","2024-04-29T19:09:25.000Z","81","","0.48100088373614175","0.38552602802202185","0.41668029246586713"
"red_0","finished","-","","","2024-04-29T19:07:08.000Z","45","","0.1596768174833786","0.12007956250969258","0.1277542020422393"
"black_black","finished","-","","","2024-04-29T19:05:26.000Z","46","","0.5861560761114613","0.4525760938685901","0.4956436555090869"
